STT,Ngày,Mã,"Tham
 chiếu","Mở 
cửa","Đóng
 cửa","Cao
nhất","Thấp
 nhất","Trung
 bình",Thay đổi giá,,GD khớp lệnh,,GD thỏa thuận,,Tổng giao dịch,,"Vốn hóa
 thị trường"
,,,,,,,,,+/-,%,KL,GT,KL,GT,KL,GT,
110,12/12/2025,VIX,"23,400 ","23,600 ","21,800 ","23,600 ","21,800 ","22,534 ","(1,600)",(6.84),"42,260,300 ","949,147,740,000 ","160,000 ","3,997,000,000 ","42,420,300 ","953,144,740,000 ","33,385,170,904,400 "
111,11/12/2025,VIX,"23,000 ","23,150 ","23,400 ","23,650 ","22,950 ","23,220 ",400 ,1.74 ,"24,943,000 ","579,216,815,000 ","588,000 ","13,720,000,000 ","25,531,000 ","592,936,815,000 ","35,835,458,677,200 "
112,10/12/2025,VIX,"23,500 ","23,500 ","23,000 ","24,000 ","22,800 ","23,404 ",(500),(2.13),"29,271,800 ","684,998,025,000 ","250,000 ","6,145,000,000 ","29,521,800 ","691,143,025,000 ","35,222,886,734,000 "
113,09/12/2025,VIX,"23,550 ","23,200 ","23,500 ","23,650 ","22,400 ","22,941 ",(50),(0.21),"59,310,100 ","1,362,211,755,000 ","1,318,000 ","32,765,900,000 ","60,628,100 ","1,394,977,655,000 ","35,988,601,663,000 "
114,08/12/2025,VIX,"24,400 ","24,550 ","23,550 ","24,550 ","23,500 ","23,939 ",(850),(3.48),"31,307,000 ","749,726,910,000 ","440,000 ","11,299,000,000 ","31,747,000 ","761,025,910,000 ","36,065,173,155,900 "
115,05/12/2025,VIX,"25,050 ","25,150 ","24,400 ","25,350 ","24,350 ","24,750 ",(650),(2.59),"33,275,900 ","823,089,830,000 ","658,000 ","16,456,300,000 ","33,933,900 ","839,546,130,000 ","37,366,888,535,200 "
116,04/12/2025,VIX,"24,300 ","24,500 ","25,050 ","25,250 ","24,500 ","24,907 ",750 ,3.09 ,"54,467,800 ","1,356,662,105,000 ","50,000 ","1,255,000,000 ","54,517,800 ","1,357,917,105,000 ","38,362,317,942,900 "
117,03/12/2025,VIX,"24,450 ","24,650 ","24,300 ","24,650 ","23,950 ","24,182 ",(150),(0.61),"31,580,800 ","763,713,575,000 ","1,888,000 ","47,934,900,000 ","33,468,800 ","811,648,475,000 ","37,213,745,549,400 "
118,02/12/2025,VIX,"24,500 ","24,550 ","24,450 ","24,550 ","23,600 ","24,063 ",(50),(0.20),"40,952,900 ","988,451,855,000 ","50,000 ","1,150,000,000 ","41,002,900 ","989,601,855,000 ","37,443,460,028,100 "
119,01/12/2025,VIX,"24,500 ","24,600 ","24,500 ","25,100 ","24,050 ","24,500 ",0 ,0.00 ,"36,431,200 ","894,040,410,000 ","844,000 ","21,099,000,000 ","37,275,200 ","915,139,410,000 ","37,520,031,521,000 "
120,28/11/2025,VIX,"25,150 ","25,400 ","24,500 ","25,400 ","24,350 ","24,748 ",(650),(2.58),"58,439,100 ","1,446,261,630,000 ","5,614,000 ","143,903,300,000 ","64,053,100 ","1,590,164,930,000 ","37,520,031,521,000 "
121,27/11/2025,VIX,"24,500 ","25,000 ","25,150 ","26,050 ","24,800 ","25,530 ",650 ,2.65 ,"69,072,000 ","1,764,280,190,000 ","408,000 ","9,801,000,000 ","69,480,000 ","1,774,081,190,000 ","38,515,460,928,700 "
122,26/11/2025,VIX,"22,900 ","23,150 ","24,500 ","24,500 ","23,100 ","24,169 ","1,600 ",6.99 ,"62,793,200 ","1,524,195,700,000 ","498,300 ","11,601,120,000 ","63,291,500 ","1,535,796,820,000 ","37,520,031,521,000 "
123,25/11/2025,VIX,"23,550 ","23,650 ","22,900 ","23,650 ","22,400 ","22,949 ",(650),(2.76),"52,352,900 ","1,201,852,520,000 ","558,000 ","13,435,100,000 ","52,910,900 ","1,215,287,620,000 ","35,069,743,748,200 "
124,24/11/2025,VIX,"23,300 ","23,550 ","23,550 ","24,000 ","23,200 ","23,517 ",250 ,1.07 ,"30,323,000 ","713,015,015,000 ","538,250 ","11,990,025,000 ","30,861,250 ","725,005,040,000 ","36,065,173,155,900 "
125,21/11/2025,VIX,"24,550 ","24,100 ","23,300 ","24,150 ","23,000 ","23,548 ","(1,250)",(5.09),"67,511,600 ","1,586,544,110,000 ","3,482,000 ","80,958,350,000 ","70,993,600 ","1,667,502,460,000 ","35,682,315,691,400 "
126,20/11/2025,VIX,"25,000 ","25,000 ","24,550 ","25,350 ","24,100 ","24,594 ",(450),(1.80),"37,869,700 ","931,790,225,000 ","1,005,000 ","26,271,000,000 ","38,874,700 ","958,061,225,000 ","37,596,603,013,900 "
127,19/11/2025,VIX,"26,000 ","25,950 ","25,000 ","26,000 ","24,550 ","25,212 ","(1,000)",(3.85),"42,804,700 ","1,079,640,485,000 ","358,000 ","9,285,000,000 ","43,162,700 ","1,088,925,485,000 ","38,285,746,450,000 "
128,18/11/2025,VIX,"26,000 ","26,100 ","26,000 ","26,700 ","25,600 ","26,100 ",0 ,0.00 ,"44,335,700 ","1,156,637,590,000 ","540,100 ","13,280,420,000 ","44,875,800 ","1,169,918,010,000 ","39,817,176,308,000 "
129,17/11/2025,VIX,"25,800 ","25,950 ","26,000 ","26,150 ","25,550 ","25,831 ",200 ,0.78 ,"30,010,300 ","774,989,045,000 ","3,598,600 ","92,858,080,000 ","33,608,900 ","867,847,125,000 ","39,817,176,308,000 "
130,14/11/2025,VIX,"25,000 ","24,900 ","25,800 ","26,250 ","24,700 ","25,481 ",800 ,3.20 ,"47,746,700 ","1,213,625,250,000 ","520,400 ","13,010,000,000 ","48,267,100 ","1,226,635,250,000 ","39,510,890,336,400 "
131,13/11/2025,VIX,"25,450 ","25,500 ","25,000 ","25,550 ","24,800 ","24,999 ",(450),(1.77),"36,123,000 ","903,210,720,000 ","345,900 ","8,788,880,000 ","36,468,900 ","911,999,600,000 ","38,285,746,450,000 "
132,12/11/2025,VIX,"24,350 ","24,800 ","25,450 ","25,750 ","24,350 ","25,108 ","1,100 ",4.52 ,"52,122,100 ","1,308,568,325,000 ","6,410,900 ","160,544,000,000 ","58,533,000 ","1,469,112,325,000 ","38,974,889,886,100 "
133,11/11/2025,VIX,"23,400 ","23,700 ","24,350 ","24,400 ","23,200 ","23,791 ",950 ,4.06 ,"41,135,600 ","979,604,240,000 ","6,143,000 ","151,658,300,000 ","47,278,600 ","1,131,262,540,000 ","37,290,317,042,300 "
134,10/11/2025,VIX,"24,500 ","24,350 ","23,400 ","24,850 ","23,000 ","23,852 ","(1,100)",(4.49),"60,743,300 ","1,449,017,200,000 ","1,668,100 ","43,704,220,000 ","62,411,400 ","1,492,721,420,000 ","35,835,458,677,200 "
135,07/11/2025,VIX,"26,250 ","26,250 ","24,500 ","26,650 ","24,500 ","25,670 ","(1,750)",(6.67),"32,217,700 ","826,840,090,000 ","3,438,000 ","85,237,600,000 ","35,655,700 ","912,077,690,000 ","37,520,031,521,000 "
136,06/11/2025,VIX,"27,050 ","27,000 ","26,250 ","27,200 ","26,050 ","26,418 ",(800),(2.96),"26,169,600 ","691,914,560,000 ","100,000 ","2,707,500,000 ","26,269,600 ","694,622,060,000 ","40,200,033,772,500 "
137,05/11/2025,VIX,"27,850 ","27,850 ","27,050 ","27,850 ","26,750 ","27,197 ",(800),(2.87),"32,145,600 ","875,153,350,000 ","1,008,000 ","26,827,500,000 ","33,153,600 ","901,980,850,000 ","41,425,177,658,900 "
138,04/11/2025,VIX,"26,050 ","25,700 ","27,850 ","27,850 ","25,700 ","26,767 ","1,800 ",6.91 ,"63,196,200 ","1,695,639,440,000 ","9,637,000 ","251,632,425,000 ","72,833,200 ","1,947,271,865,000 ","42,650,321,545,300 "
139,03/11/2025,VIX,"28,000 ","28,000 ","26,050 ","28,150 ","26,050 ","26,644 ","(1,950)",(6.96),"70,721,900 ","1,882,887,355,000 ","3,758,000 ","101,922,100,000 ","74,479,900 ","1,984,809,455,000 ","39,893,747,800,900 "
140,31/10/2025,VIX,"29,300 ","29,000 ","28,000 ","29,900 ","27,550 ","28,829 ","(1,300)",(4.44),"47,723,100 ","1,372,838,850,000 ","7,530,500 ","213,926,750,000 ","55,253,600 ","1,586,765,600,000 ","42,880,036,024,000 "
141,30/10/2025,VIX,"31,500 ","31,600 ","29,300 ","31,600 ","29,300 ","29,878 ","(2,200)",(6.98),"65,614,800 ","1,960,944,310,000 ",0 ,0 ,"65,614,800 ","1,960,944,310,000 ","44,870,894,839,400 "
142,29/10/2025,VIX,"32,000 ","32,050 ","31,500 ","32,200 ","31,100 ","31,673 ",(500),(1.56),"26,712,800 ","847,260,505,000 ","1,006,000 ","32,348,000,000 ","27,718,800 ","879,608,505,000 ","48,240,040,527,000 "
143,28/10/2025,VIX,"31,000 ","31,500 ","32,000 ","32,000 ","30,850 ","31,344 ","1,000 ",3.23 ,"27,812,200 ","872,069,655,000 ","2,000,000 ","66,200,000,000 ","29,812,200 ","938,269,655,000 ","49,005,755,456,000 "
144,27/10/2025,VIX,"30,950 ","31,000 ","31,000 ","32,900 ","30,800 ","31,600 ",50 ,0.16 ,"56,368,900 ","1,777,339,720,000 ","518,800 ","14,962,600,000 ","56,887,700 ","1,792,302,320,000 ","47,474,325,598,000 "
145,24/10/2025,VIX,"33,100 ","32,750 ","30,950 ","32,800 ","30,950 ","31,660 ","(2,150)",(6.50),"51,360,700 ","1,624,602,655,000 ","58,000 ","1,902,400,000 ","51,418,700 ","1,626,505,055,000 ","47,397,754,105,100 "
146,23/10/2025,VIX,"34,800 ","35,000 ","33,100 ","35,000 ","33,100 ","34,093 ","(1,700)",(4.89),"22,088,700 ","754,042,115,000 ","1,306,000 ","45,090,000,000 ","23,394,700 ","799,132,115,000 ","50,690,328,299,800 "
147,22/10/2025,VIX,"34,700 ","34,850 ","34,800 ","35,100 ","32,500 ","33,598 ",100 ,0.29 ,"35,307,200 ","1,187,566,120,000 ","2,400,000 ","79,200,000,000 ","37,707,200 ","1,266,766,120,000 ","53,293,759,058,400 "
148,21/10/2025,VIX,"35,750 ","35,550 ","34,700 ","36,200 ","33,400 ","34,824 ","(1,050)",(2.94),"76,646,100 ","2,673,448,470,000 ","1,240,000 ","44,330,000,000 ","77,886,100 ","2,717,778,470,000 ","53,140,616,072,600 "
149,20/10/2025,VIX,"38,400 ","38,200 ","35,750 ","39,000 ","35,750 ","37,323 ","(2,650)",(6.90),"45,007,500 ","1,676,127,020,000 ",0 ,0 ,"45,007,500 ","1,676,127,020,000 ","54,748,617,423,500 "
150,17/10/2025,VIX,"39,550 ","39,700 ","38,400 ","40,150 ","38,250 ","39,073 ","(1,150)",(2.91),"42,432,700 ","1,659,201,695,000 ","420,500 ","15,609,120,000 ","42,853,200 ","1,674,810,815,000 ","58,806,906,547,200 "
151,16/10/2025,VIX,"39,600 ","40,050 ","39,550 ","40,450 ","39,200 ","39,733 ",(50),(0.13),"37,095,400 ","1,475,180,430,000 ",0 ,0 ,"37,095,400 ","1,475,180,430,000 ","60,568,050,883,900 "
152,15/10/2025,VIX,"39,100 ","39,800 ","39,600 ","40,200 ","39,150 ","39,699 ",500 ,1.28 ,"42,894,900 ","1,703,732,605,000 ","100,000 ","3,650,000,000 ","42,994,900 ","1,707,382,605,000 ","60,644,622,376,800 "
153,14/10/2025,VIX,"37,500 ","38,200 ","39,100 ","40,050 ","38,100 ","39,102 ","1,600 ",4.27 ,"76,556,600 ","2,995,615,070,000 ","1,190,000 ","45,046,000,000 ","77,746,600 ","3,040,661,070,000 ","59,878,907,447,800 "
154,13/10/2025,VIX,"37,650 ","37,050 ","37,500 ","37,650 ","36,700 ","37,112 ",(150),(0.40),"33,204,000 ","1,232,633,995,000 ",0 ,0 ,"33,204,000 ","1,232,633,995,000 ","57,428,619,675,000 "
155,10/10/2025,VIX,"38,100 ","38,000 ","37,650 ","38,700 ","37,450 ","37,933 ",(450),(1.18),"40,677,300 ","1,544,338,255,000 ","1,470,000 ","52,185,000,000 ","42,147,300 ","1,596,523,255,000 ","57,658,334,153,700 "
156,09/10/2025,VIX,"38,100 ","38,900 ","38,100 ","38,900 ","37,600 ","37,957 ",0 ,0.00 ,"31,750,600 ","1,208,093,920,000 ","4,047,000 ","157,618,500,000 ","35,797,600 ","1,365,712,420,000 ","58,347,477,589,800 "
157,08/10/2025,VIX,"37,500 ","38,500 ","38,100 ","38,750 ","36,550 ","37,436 ",600 ,1.60 ,"41,788,400 ","1,570,669,140,000 ","8,123,000 ","283,652,700,000 ","49,911,400 ","1,854,321,840,000 ","58,347,477,589,800 "
158,07/10/2025,VIX,"37,950 ","38,000 ","37,500 ","38,900 ","37,350 ","37,869 ",(450),(1.19),"27,375,700 ","1,037,008,555,000 ","4,595,000 ","162,605,000,000 ","31,970,700 ","1,199,613,555,000 ","57,428,619,675,000 "
159,06/10/2025,VIX,"35,500 ","36,500 ","37,950 ","37,950 ","36,000 ","37,455 ","2,450 ",6.90 ,"44,750,500 ","1,679,656,195,000 ","7,030,061 ","241,528,219,100 ","51,780,561 ","1,921,184,414,100 ","58,117,763,111,100 "
160,03/10/2025,VIX,"36,200 ","36,100 ","35,500 ","36,100 ","35,100 ","35,490 ",(700),(1.93),"22,114,400 ","784,826,115,000 ","3,154,250 ","106,578,050,000 ","25,268,650 ","891,404,165,000 ","54,365,759,959,000 "
161,02/10/2025,VIX,"37,000 ","37,500 ","36,200 ","37,500 ","36,050 ","36,620 ",(800),(2.16),"14,714,700 ","538,600,820,000 ","6,917,400 ","246,299,190,000 ","21,632,100 ","784,900,010,000 ","55,437,760,859,600 "
162,01/10/2025,VIX,"36,100 ","36,800 ","37,000 ","37,800 ","36,550 ","37,200 ",900 ,2.49 ,"31,091,800 ","1,155,748,095,000 ","5,400,000 ","181,650,000,000 ","36,491,800 ","1,337,398,095,000 ","56,662,904,746,000 "
163,30/09/2025,VIX,"36,100 ","36,500 ","36,100 ","36,500 ","35,150 ","35,832 ",0 ,0.00 ,"17,665,600 ","633,504,575,000 ",0 ,0 ,"17,665,600 ","633,504,575,000 ","55,284,617,873,800 "
164,29/09/2025,VIX,"36,000 ","36,000 ","36,100 ","36,700 ","35,500 ","35,889 ",100 ,0.28 ,"17,398,800 ","625,084,820,000 ","2,658,000 ","99,186,000,000 ","20,056,800 ","724,270,820,000 ","55,284,617,873,800 "
165,26/09/2025,VIX,"37,250 ","37,400 ","36,000 ","37,400 ","35,950 ","36,513 ","(1,250)",(3.36),"22,037,800 ","804,082,200,000 ","1,950,000 ","74,037,500,000 ","23,987,800 ","878,119,700,000 ","55,131,474,888,000 "
166,25/09/2025,VIX,"37,100 ","37,300 ","37,250 ","38,000 ","37,050 ","37,383 ",150 ,0.40 ,"24,967,300 ","933,242,490,000 ","15,420,000 ","544,408,500,000 ","40,387,300 ","1,477,650,990,000 ","57,045,762,210,500 "
167,24/09/2025,VIX,"36,900 ","37,150 ","37,100 ","37,150 ","36,000 ","36,593 ",200 ,0.54 ,"25,941,200 ","950,181,630,000 ","5,425,000 ","189,598,750,000 ","31,366,200 ","1,139,780,380,000 ","56,816,047,731,800 "
168,23/09/2025,VIX,"36,150 ","36,150 ","36,900 ","37,200 ","35,750 ","36,707 ",750 ,2.07 ,"23,333,000 ","857,337,635,000 ","12,600,000 ","425,880,000,000 ","35,933,000 ","1,283,217,635,000 ","56,509,761,760,200 "
169,22/09/2025,VIX,"35,200 ","36,000 ","36,150 ","36,200 ","33,550 ","34,720 ",950 ,2.70 ,"47,687,900 ","1,667,340,430,000 ","1,674,000 ","58,246,000,000 ","49,361,900 ","1,725,586,430,000 ","55,361,189,366,700 "
170,19/09/2025,VIX,"37,000 ","37,100 ","35,200 ","37,500 ","35,200 ","36,392 ","(1,800)",(4.86),"39,114,500 ","1,414,821,845,000 ","2,930,000 ","110,440,000,000 ","42,044,500 ","1,525,261,845,000 ","53,906,331,001,600 "
171,18/09/2025,VIX,"36,500 ","36,700 ","37,000 ","37,450 ","35,700 ","36,431 ",500 ,1.37 ,"27,618,300 ","1,010,276,135,000 ",0 ,0 ,"27,618,300 ","1,010,276,135,000 ","56,662,904,746,000 "
172,17/09/2025,VIX,"38,000 ","37,500 ","36,500 ","37,700 ","36,500 ","37,061 ","(1,500)",(3.95),"20,204,000 ","748,753,170,000 ","111,000 ","3,996,000,000 ","20,315,000 ","752,749,170,000 ","55,897,189,817,000 "
173,16/09/2025,VIX,"37,450 ","39,950 ","38,000 ","39,950 ","37,500 ","38,828 ",550 ,1.47 ,"62,363,500 ","2,430,867,015,000 ","150,000 ","5,557,500,000 ","62,513,500 ","2,436,424,515,000 ","58,194,334,604,000 "
174,15/09/2025,VIX,"35,000 ","36,500 ","37,450 ","37,450 ","36,000 ","37,093 ","2,450 ",7.00 ,"49,369,000 ","1,833,557,765,000 ","4,339,000 ","141,334,450,000 ","53,708,000 ","1,974,892,215,000 ","57,352,048,182,100 "
175,12/09/2025,VIX,"34,800 ","35,050 ","35,000 ","35,150 ","34,350 ","34,851 ",200 ,0.57 ,"27,309,800 ","951,736,110,000 ","4,550,395 ","148,937,837,500 ","31,860,195 ","1,100,673,947,500 ","53,600,045,030,000 "
176,11/09/2025,VIX,"35,800 ","35,700 ","34,800 ","35,700 ","33,300 ","33,947 ","(1,000)",(2.79),"44,949,800 ","1,526,650,160,000 ","10,700,000 ","366,980,000,000 ","55,649,800 ","1,893,630,160,000 ","53,293,759,058,400 "
177,10/09/2025,VIX,"35,500 ","36,400 ","35,800 ","36,450 ","35,150 ","35,633 ",300 ,0.85 ,"33,130,600 ","1,181,665,240,000 ","18,638,000 ","617,776,200,000 ","51,768,600 ","1,799,441,440,000 ","54,825,188,916,400 "
178,09/09/2025,VIX,"33,500 ","32,600 ","35,500 ","35,500 ","31,550 ","32,725 ","2,000 ",5.97 ,"38,455,200 ","1,261,963,130,000 ","8,630,000 ","271,379,000,000 ","47,085,200 ","1,533,342,130,000 ","54,365,759,959,000 "
179,08/09/2025,VIX,"36,000 ","35,950 ","33,500 ","35,950 ","33,500 ","34,208 ","(2,500)",(6.94),"48,937,200 ","1,669,217,190,000 ","5,248,000 ","193,319,800,000 ","54,185,200 ","1,862,536,990,000 ","51,302,900,243,000 "
180,05/09/2025,VIX,"37,500 ","38,000 ","36,000 ","38,000 ","35,500 ","36,837 ","(1,500)",(4.00),"38,178,100 ","1,405,735,390,000 ","2,832,000 ","107,999,400,000 ","41,010,100 ","1,513,734,790,000 ","55,131,474,888,000 "
181,04/09/2025,VIX,"37,450 ","37,850 ","37,500 ","37,950 ","37,100 ","37,385 ",50 ,0.13 ,"24,527,700 ","918,054,400,000 ","2,355,000 ","90,868,000,000 ","26,882,700 ","1,008,922,400,000 ","57,428,619,675,000 "
182,03/09/2025,VIX,"37,700 ","37,600 ","37,450 ","37,850 ","36,900 ","37,312 ",(250),(0.66),"22,924,900 ","856,148,220,000 ","150,000 ","5,310,000,000 ","23,074,900 ","861,458,220,000 ","57,352,048,182,100 "
183,29/08/2025,VIX,"38,400 ","38,800 ","37,700 ","39,250 ","37,650 ","38,582 ",(700),(1.82),"64,672,100 ","2,498,585,950,000 ","50,000 ","1,945,000,000 ","64,722,100 ","2,500,530,950,000 ","57,734,905,646,600 "
184,28/08/2025,VIX,"36,850 ","37,000 ","38,400 ","38,450 ","35,850 ","37,302 ","1,550 ",4.21 ,"58,098,900 ","2,172,301,975,000 ","316,100 ","10,923,230,000 ","58,415,000 ","2,183,225,205,000 ","58,806,906,547,200 "
185,27/08/2025,VIX,"34,850 ","36,050 ","36,850 ","37,250 ","35,500 ","36,616 ","2,000 ",5.74 ,"61,173,100 ","2,241,328,875,000 ","650,000 ","23,737,500,000 ","61,823,100 ","2,265,066,375,000 ","56,433,190,267,300 "
186,26/08/2025,VIX,"32,600 ","32,450 ","34,850 ","34,850 ","32,300 ","33,717 ","2,250 ",6.90 ,"32,111,700 ","1,086,523,620,000 ","6,983,900 ","224,655,865,000 ","39,095,600 ","1,311,179,485,000 ","53,370,330,551,300 "
187,25/08/2025,VIX,"34,500 ","36,450 ","32,600 ","36,450 ","32,300 ","34,511 ","(1,900)",(5.51),"35,657,100 ","1,230,365,400,000 ","1,580,000 ","50,958,000,000 ","37,237,100 ","1,281,323,400,000 ","49,924,613,370,800 "
188,22/08/2025,VIX,"35,000 ","34,400 ","34,500 ","35,500 ","32,900 ","34,193 ",(500),(1.43),"43,479,600 ","1,486,465,150,000 ","1,300,000 ","42,900,000,000 ","44,779,600 ","1,529,365,150,000 ","52,834,330,101,000 "
189,21/08/2025,VIX,"36,500 ","37,300 ","35,000 ","37,500 ","35,000 ","35,862 ","(1,500)",(4.11),"33,667,700 ","1,209,425,525,000 ","9,650,000 ","335,300,000,000 ","43,317,700 ","1,544,725,525,000 ","53,600,045,030,000 "
190,20/08/2025,VIX,"36,300 ","36,300 ","36,500 ","37,450 ","33,800 ","35,949 ",200 ,0.55 ,"48,731,400 ","1,747,846,100,000 ","3,101,000 ","105,729,000,000 ","51,832,400 ","1,853,575,100,000 ","55,897,189,817,000 "
191,19/08/2025,VIX,"37,000 ","37,250 ","36,300 ","38,050 ","35,800 ","37,151 ",(700),(1.89),"33,039,100 ","1,228,467,640,000 ","2,710,500 ","93,666,725,000 ","35,749,600 ","1,322,134,365,000 ","55,590,903,845,400 "
192,18/08/2025,VIX,"34,700 ","36,400 ","37,000 ","37,000 ","35,250 ","36,015 ","2,300 ",6.63 ,"38,995,000 ","1,407,347,400,000 ","100,000 ","3,230,000,000 ","39,095,000 ","1,410,577,400,000 ","56,662,904,746,000 "
193,15/08/2025,VIX,"32,450 ","34,700 ","34,700 ","34,700 ","33,500 ","34,507 ","2,250 ",6.93 ,"45,093,800 ","1,556,240,055,000 ","7,025,000 ","217,958,500,000 ","52,118,800 ","1,774,198,555,000 ","53,140,616,072,600 "
194,14/08/2025,VIX,"30,350 ","30,500 ","32,450 ","32,450 ","30,450 ","32,134 ","2,100 ",6.92 ,"38,549,200 ","1,236,581,100,000 ","200,000 ","5,660,000,000 ","38,749,200 ","1,242,241,100,000 ","49,694,898,892,100 "
195,13/08/2025,VIX,"30,000 ","30,000 ","30,350 ","30,450 ","28,300 ","29,397 ",350 ,1.17 ,"61,939,500 ","1,825,553,990,000 ","155,000 ","4,324,500,000 ","62,094,500 ","1,829,878,490,000 ","46,478,896,190,300 "
196,12/08/2025,VIX,"29,250 ","29,600 ","30,000 ","30,200 ","29,000 ","29,728 ",750 ,2.56 ,"31,299,200 ","930,859,085,000 ","1,348,000 ","36,806,900,000 ","32,647,200 ","967,665,985,000 ","45,942,895,740,000 "
197,11/08/2025,VIX,"28,500 ","29,000 ","29,250 ","29,950 ","28,400 ","29,306 ",750 ,2.63 ,"46,874,400 ","1,373,793,225,000 ","426,000 ","11,322,050,000 ","47,300,400 ","1,385,115,275,000 ","44,794,323,346,500 "
198,08/08/2025,VIX,"28,350 ","28,550 ","28,500 ","29,200 ","27,850 ","28,478 ",150 ,0.53 ,"52,277,200 ","1,489,754,615,000 ","1,220,000 ","32,425,000,000 ","53,497,200 ","1,522,179,615,000 ","43,645,750,953,000 "
199,07/08/2025,VIX,"28,500 ","29,200 ","28,350 ","29,200 ","27,750 ","28,156 ",(150),(0.53),"39,959,500 ","1,128,253,155,000 ",0 ,0 ,"39,959,500 ","1,128,253,155,000 ","43,416,036,474,300 "
200,06/08/2025,VIX,"26,800 ","26,950 ","28,500 ","28,650 ","26,450 ","27,665 ","1,700 ",6.34 ,"60,174,500 ","1,673,931,445,000 ","2,450,000 ","64,850,000,000 ","62,624,500 ","1,738,781,445,000 ","43,645,750,953,000 "
201,05/08/2025,VIX,"27,700 ","28,450 ","26,800 ","28,450 ","25,800 ","27,251 ",(900),(3.25),"77,812,600 ","2,119,906,440,000 ","219,600 ","5,772,236,800 ","78,032,200 ","2,125,678,676,800 ","41,042,320,194,400 "
202,04/08/2025,VIX,"26,300 ","25,350 ","27,700 ","27,900 ","25,300 ","26,475 ","1,400 ",5.32 ,"45,086,000 ","1,193,970,835,000 ","360,000 ","8,820,000,000 ","45,446,000 ","1,202,790,835,000 ","42,420,607,066,600 "
203,01/08/2025,VIX,"27,300 ","27,300 ","26,300 ","27,800 ","26,000 ","26,800 ","(1,000)",(3.66),"50,221,700 ","1,344,741,865,000 ","600,000 ","15,270,000,000 ","50,821,700 ","1,360,011,865,000 ","40,276,605,265,400 "
204,31/07/2025,VIX,"25,600 ","26,300 ","27,300 ","27,300 ","25,550 ","26,589 ","1,700 ",6.64 ,"54,199,600 ","1,440,228,440,000 ","1,250,000 ","31,300,000,000 ","55,449,600 ","1,471,528,440,000 ","41,808,035,123,400 "
205,30/07/2025,VIX,"23,950 ","24,400 ","25,600 ","25,600 ","23,450 ","24,779 ","1,650 ",6.89 ,"72,979,100 ","1,808,605,645,000 ","986,537 ","23,842,088,000 ","73,965,637 ","1,832,447,733,000 ","39,204,604,364,800 "
206,29/07/2025,VIX,"25,700 ","27,350 ","23,950 ","27,350 ","23,950 ","25,603 ","(1,750)",(6.81),"118,786,000 ","3,033,767,695,000 ","1,550,000 ","37,700,000,000 ","120,336,000 ","3,071,467,695,000 ","36,677,745,099,100 "
207,28/07/2025,VIX,"24,050 ","25,600 ","25,700 ","25,700 ","25,150 ","25,657 ","1,650 ",6.86 ,"32,943,200 ","845,289,995,000 ","2,984,300 ","68,943,900,000 ","35,927,500 ","914,233,895,000 ","39,357,747,350,600 "
208,25/07/2025,VIX,"22,500 ","22,900 ","24,050 ","24,050 ","22,700 ","23,773 ","1,550 ",6.89 ,"35,258,900 ","839,855,840,000 ","117,000 ","2,457,000,000 ","35,375,900 ","842,312,840,000 ","36,830,888,084,900 "
209,24/07/2025,VIX,"21,650 ","22,000 ","22,500 ","22,500 ","21,400 ","21,880 ",850 ,3.93 ,"44,869,600 ","982,095,040,000 ","4,715,000 ","95,213,500,000 ","49,584,600 ","1,077,308,540,000 ","34,457,171,805,000 "
210,23/07/2025,VIX,"20,650 ","21,500 ","21,650 ","22,050 ","20,850 ","21,564 ","1,000 ",4.84 ,"64,590,100 ","1,393,992,340,000 ","890,000 ","17,132,500,000 ","65,480,100 ","1,411,124,840,000 ","33,155,456,425,700 "
211,22/07/2025,VIX,"19,300 ","19,150 ","20,650 ","20,650 ","19,100 ","20,274 ","1,350 ",6.99 ,"61,721,300 ","1,254,503,305,000 ","183,500 ","3,706,775,000 ","61,904,800 ","1,258,210,080,000 ","31,624,026,567,700 "
212,21/07/2025,VIX,"18,850 ","19,450 ","19,300 ","19,700 ","18,600 ","19,099 ",450 ,2.39 ,"71,038,700 ","1,355,999,605,000 ","690,000 ","12,154,500,000 ","71,728,700 ","1,368,154,105,000 ","29,556,596,259,400 "
213,18/07/2025,VIX,"17,650 ","17,900 ","18,850 ","18,850 ","17,800 ","18,502 ","1,200 ",6.80 ,"65,011,100 ","1,203,148,815,000 ","490,000 ","8,370,000,000 ","65,501,100 ","1,211,518,815,000 ","28,867,452,823,300 "
214,17/07/2025,VIX,"17,100 ","17,700 ","17,650 ","18,000 ","17,350 ","17,659 ",550 ,3.22 ,"51,288,400 ","906,054,515,000 ","800,000 ","12,788,100,000 ","52,088,400 ","918,842,615,000 ","27,029,736,993,700 "
215,16/07/2025,VIX,"16,000 ","16,000 ","17,100 ","17,100 ","16,000 ","16,746 ","1,100 ",6.88 ,"91,904,900 ","1,546,444,905,000 ","1,225,000 ","20,713,250,000 ","93,129,900 ","1,567,158,155,000 ","26,187,450,571,800 "
216,15/07/2025,VIX,"15,800 ","15,750 ","16,000 ","16,700 ","15,700 ","16,259 ",200 ,1.27 ,"60,606,300 ","986,622,110,000 ","2,950,000 ","46,383,600,000 ","63,556,300 ","1,033,005,710,000 ","24,502,877,728,000 "
